cbsa,year,qtr,unemployment_rate
10180,2024,4,3.1999999999999997
10180,2025,1,3.4333333333333336
10180,2025,2,3.266666666666667
10180,2025,3,3.733333333333333
10180,2025,4,3.3
10180,2026,1,3.466666666666667
10180,2026,2,3.466666666666667
10380,1990,1,21.133333333333333
10380,1990,2,19.166666666666668
10380,1990,3,20.033333333333335
10380,1990,4,20.033333333333335
10380,1991,1,21.166666666666668
10380,1991,2,21.733333333333334
10380,1991,3,22.133333333333336
10380,1991,4,22.666666666666668
10380,1992,1,24.433333333333334
10380,1992,2,22.233333333333334
10380,1992,3,23.566666666666666
10380,1992,4,20.8
10380,1993,1,22.866666666666664
10380,1993,2,21.96666666666667
10380,1993,3,23.333333333333332
10380,1993,4,20.666666666666668
10380,1994,1,21.0
10380,1994,2,20.099999999999998
10380,1994,3,20.166666666666668
10380,1994,4,18.2
10380,1995,1,18.233333333333334
10380,1995,2,19.2
10380,1995,3,20.099999999999998
10380,1995,4,18.333333333333332
10380,1996,1,18.833333333333332
10380,1996,2,22.233333333333334
10380,1996,3,22.166666666666668
10380,1996,4,17.96666666666667
10380,1997,1,19.233333333333334
10380,1997,2,20.866666666666667
10380,1997,3,20.900000000000002
10380,1997,4,20.0
10380,1998,1,20.2
10380,1998,2,19.733333333333334
10380,1998,3,20.133333333333333
10380,1998,4,17.5
10380,1999,1,19.133333333333336
10380,1999,2,17.333333333333332
10380,1999,3,18.400000000000002
10380,1999,4,17.933333333333334
10380,2000,1,14.033333333333333
10380,2000,2,13.166666666666666
10380,2000,3,13.866666666666667
10380,2000,4,12.299999999999999
10380,2001,1,14.700000000000001
10380,2001,2,15.5
10380,2001,3,16.2
10380,2001,4,14.666666666666666
10380,2002,1,16.066666666666666
10380,2002,2,15.799999999999999
10380,2002,3,16.3
10380,2002,4,14.733333333333334
10380,2003,1,15.299999999999999
10380,2003,2,15.299999999999999
10380,2003,3,15.033333333333333
10380,2003,4,13.366666666666667
10380,2004,1,13.366666666666667
10380,2004,2,12.766666666666666
10380,2004,3,12.466666666666667
10380,2004,4,12.066666666666668
10380,2005,1,13.066666666666668
10380,2005,2,13.466666666666667
10380,2005,3,13.5
10380,2005,4,14.0
10380,2006,1,12.200000000000001
10380,2006,2,13.1
10380,2006,3,13.6
10380,2006,4,11.4
10380,2007,1,12.133333333333333
10380,2007,2,12.366666666666667
10380,2007,3,13.4
10380,2007,4,12.366666666666667
10380,2008,1,11.166666666666666
10380,2008,2,11.700000000000001
10380,2008,3,13.5
10380,2008,4,13.933333333333332
10380,2009,1,15.266666666666666
10380,2009,2,16.400000000000002
10380,2009,3,18.1
10380,2009,4,16.466666666666665
10380,2010,1,20.166666666666668
10380,2010,2,20.96666666666667
10380,2010,3,20.366666666666667
10380,2010,4,19.266666666666666
10380,2011,1,20.633333333333333
10380,2011,2,20.166666666666668
10380,2011,3,20.533333333333335
10380,2011,4,19.333333333333332
10380,2012,1,20.099999999999998
10380,2012,2,18.266666666666666
10380,2012,3,18.833333333333332
10380,2012,4,18.53333333333333
10380,2013,1,19.166666666666668
10380,2013,2,18.2
10380,2013,3,19.733333333333334
10380,2013,4,19.633333333333333
10380,2014,1,19.166666666666668
10380,2014,2,17.366666666666667
10380,2014,3,18.366666666666664
10380,2014,4,16.433333333333334
10380,2015,1,14.700000000000001
10380,2015,2,15.566666666666668
10380,2015,3,14.433333333333332
10380,2015,4,14.9
10380,2016,1,14.4
10380,2016,2,13.733333333333334
10380,2016,3,15.1
10380,2016,4,15.266666666666666
10380,2017,1,15.1
10380,2017,2,13.333333333333334
10380,2017,3,13.533333333333333
10380,2017,4,13.6
10380,2018,1,13.166666666666666
10380,2018,2,11.566666666666668
10380,2018,3,11.0
10380,2018,4,10.4
10380,2019,1,11.266666666666666
10380,2019,2,9.799999999999999
10380,2019,3,9.0
10380,2019,4,10.833333333333334
10380,2020,1,11.149999999999999
10380,2020,2,9.5
10380,2020,3,8.533333333333333
10380,2020,4,9.9
10380,2021,1,8.866666666666667
10380,2021,2,8.700000000000001
10380,2021,3,9.866666666666667
10380,2021,4,8.166666666666666
10380,2022,1,7.5
10380,2022,2,7.033333333333334
10380,2022,3,7.266666666666666
10380,2022,4,7.933333333333334
10380,2023,1,7.666666666666667
10380,2023,2,7.6000000000000005
10380,2023,3,7.3
10380,2023,4,6.833333333333333
10380,2024,1,7.2
10380,2024,2,6.666666666666667
10380,2024,3,7.066666666666666
10380,2024,4,7.1000000000000005
10380,2025,1,6.866666666666667
10380,2025,2,6.666666666666667
10380,2025,3,7.366666666666667
10380,2025,4,7.166666666666667
10380,2026,1,6.966666666666666
10380,2026,2,7.0
10420,1990,1,6.166666666666667
10420,1990,2,5.033333333333334
10420,1990,3,4.733333333333333
10420,1990,4,5.033333333333333
10420,1991,1,6.966666666666666
10420,1991,2,6.0
10420,1991,3,5.633333333333333
10420,1991,4,5.666666666666667
10420,1992,1,7.8999999999999995
10420,1992,2,6.933333333333334
10420,1992,3,6.8
10420,1992,4,6.7
10420,1993,1,7.433333333333334
10420,1993,2,6.333333333333333
10420,1993,3,5.5
10420,1993,4,5.533333333333334
10420,1994,1,6.533333333333334
10420,1994,2,5.533333333333334
10420,1994,3,4.766666666666667
10420,1994,4,4.166666666666667
10420,1995,1,5.033333333333334
10420,1995,2,4.566666666666666
10420,1995,3,4.3999999999999995
10420,1995,4,4.733333333333333
10420,1996,1,5.6000000000000005
10420,1996,2,4.866666666666667
10420,1996,3,4.5
10420,1996,4,4.933333333333334
10420,1997,1,5.866666666666667
10420,1997,2,4.433333333333334
10420,1997,3,4.066666666666666
10420,1997,4,4.333333333333333
10420,1998,1,5.2
10420,1998,2,4.166666666666667
10420,1998,3,4.2
10420,1998,4,4.3
10420,1999,1,5.233333333333333
10420,1999,2,4.3999999999999995
10420,1999,3,4.433333333333334
10420,1999,4,4.366666666666666
10420,2000,1,5.166666666666667
10420,2000,2,4.333333333333333
10420,2000,3,4.233333333333333
10420,2000,4,3.8333333333333335
10420,2001,1,4.666666666666667
10420,2001,2,4.266666666666667
10420,2001,3,4.533333333333333
10420,2001,4,5.233333333333333
10420,2002,1,6.933333333333334
10420,2002,2,6.3
10420,2002,3,5.633333333333333
10420,2002,4,5.633333333333333
10420,2003,1,7.066666666666666
10420,2003,2,6.433333333333334
10420,2003,3,5.966666666666666
10420,2003,4,5.8
10420,2004,1,6.933333333333334
10420,2004,2,6.1000000000000005
10420,2004,3,6.0
10420,2004,4,6.0
10420,2005,1,6.8999999999999995
10420,2005,2,5.8
10420,2005,3,5.466666666666666
10420,2005,4,5.466666666666666
10420,2006,1,5.933333333333334
10420,2006,2,5.133333333333334
10420,2006,3,5.2
10420,2006,4,5.0
10420,2007,1,5.866666666666667
10420,2007,2,5.433333333333334
10420,2007,3,5.166666666666667
10420,2007,4,5.133333333333334
10420,2008,1,6.033333333333334
10420,2008,2,5.7
10420,2008,3,6.466666666666666
10420,2008,4,6.933333333333334
10420,2009,1,9.799999999999999
10420,2009,2,10.366666666666667
10420,2009,3,10.200000000000001
10420,2009,4,10.266666666666666
10420,2010,1,11.799999999999999
10420,2010,2,10.333333333333334
10420,2010,3,9.799999999999999
10420,2010,4,9.4
10420,2011,1,10.0
10420,2011,2,9.033333333333333
10420,2011,3,8.866666666666667
10420,2011,4,8.033333333333333
10420,2012,1,8.466666666666667
10420,2012,2,7.2
10420,2012,3,7.133333333333333
10420,2012,4,6.966666666666666
10420,2013,1,8.433333333333334
10420,2013,2,7.5
10420,2013,3,7.466666666666666
10420,2013,4,6.966666666666666
10420,2014,1,7.266666666666667
10420,2014,2,5.7
10420,2014,3,5.633333333333333
10420,2014,4,5.066666666666666
10420,2015,1,5.866666666666667
10420,2015,2,4.8
10420,2015,3,4.666666666666667
10420,2015,4,4.7
10420,2016,1,5.6000000000000005
10420,2016,2,4.766666666666667
10420,2016,3,5.0
10420,2016,4,4.933333333333334
10420,2017,1,5.866666666666667
10420,2017,2,4.733333333333333
10420,2017,3,4.833333333333333
10420,2017,4,4.5
10420,2018,1,5.166666666666667
10420,2018,2,4.5
10420,2018,3,4.3
10420,2018,4,4.266666666666667
10420,2019,1,4.866666666666667
10420,2019,2,3.9000000000000004
10420,2019,3,4.233333333333333
10420,2019,4,3.8666666666666667
10420,2020,1,5.066666666666666
10420,2020,2,12.6
10420,2020,3,8.466666666666667
10420,2020,4,5.833333333333333
10420,2021,1,6.933333333333334
10420,2021,2,5.8
10420,2021,3,4.933333333333334
10420,2021,4,3.6999999999999997
10420,2022,1,4.433333333333334
10420,2022,2,3.766666666666667
10420,2022,3,4.033333333333334
10420,2022,4,3.533333333333333
10420,2023,1,4.233333333333333
10420,2023,2,3.366666666666667
10420,2023,3,3.6999999999999997
10420,2023,4,3.5666666666666664
10420,2024,1,4.666666666666667
10420,2024,2,4.366666666666667
10420,2024,3,4.5
10420,2024,4,4.5
10420,2025,1,5.633333333333333
10420,2025,2,4.833333333333333
10420,2025,3,4.633333333333333
10420,2025,4,4.25
10420,2026,1,4.6000000000000005
10420,2026,2,3.3333333333333335
10500,1990,1,7.5
10500,1990,2,7.033333333333334
10500,1990,3,7.400000000000001
10500,1990,4,6.6000000000000005
10500,1991,1,6.7
10500,1991,2,6.233333333333333
10500,1991,3,6.2
10500,1991,4,6.066666666666666
10500,1992,1,9.166666666666666
10500,1992,2,9.666666666666666
10500,1992,3,9.233333333333333
10500,1992,4,8.333333333333334
10500,1993,1,8.633333333333333
10500,1993,2,8.200000000000001
10500,1993,3,8.200000000000001
10500,1993,4,8.0
10500,1994,1,8.4
10500,1994,2,7.566666666666666
10500,1994,3,10.833333333333334
10500,1994,4,6.833333333333333
10500,1995,1,6.966666666666666
10500,1995,2,6.933333333333334
10500,1995,3,6.866666666666667
10500,1995,4,6.033333333333334
10500,1996,1,6.666666666666667
10500,1996,2,6.6000000000000005
10500,1996,3,6.7
10500,1996,4,6.066666666666666
10500,1997,1,7.3999999999999995
10500,1997,2,6.666666666666667
10500,1997,3,6.766666666666667
10500,1997,4,6.8
10500,1998,1,7.866666666666667
10500,1998,2,8.133333333333333
10500,1998,3,8.533333333333333
10500,1998,4,8.166666666666666
10500,1999,1,8.833333333333334
10500,1999,2,7.466666666666666
10500,1999,3,7.3
10500,1999,4,5.966666666666666
10500,2000,1,4.866666666666667
10500,2000,2,4.633333333333333
10500,2000,3,5.1
10500,2000,4,4.333333333333333
10500,2001,1,4.933333333333334
10500,2001,2,4.666666666666667
10500,2001,3,5.066666666666666
10500,2001,4,5.333333333333333
10500,2002,1,5.733333333333333
10500,2002,2,5.8999999999999995
10500,2002,3,5.433333333333334
10500,2002,4,5.033333333333333
10500,2003,1,5.366666666666667
10500,2003,2,5.3
10500,2003,3,4.966666666666667
10500,2003,4,4.533333333333334
10500,2004,1,4.733333333333333
10500,2004,2,5.133333333333333
10500,2004,3,5.6000000000000005
10500,2004,4,5.666666666666667
10500,2005,1,5.8999999999999995
10500,2005,2,5.666666666666667
10500,2005,3,5.666666666666667
10500,2005,4,5.333333333333333
10500,2006,1,5.433333333333334
10500,2006,2,5.466666666666666
10500,2006,3,5.366666666666667
10500,2006,4,4.8
10500,2007,1,4.8999999999999995
10500,2007,2,5.1000000000000005
10500,2007,3,5.366666666666667
10500,2007,4,5.2
10500,2008,1,5.6000000000000005
10500,2008,2,5.833333333333333
10500,2008,3,7.0
10500,2008,4,7.466666666666666
10500,2009,1,8.433333333333334
10500,2009,2,9.200000000000001
10500,2009,3,10.233333333333333
10500,2009,4,10.700000000000001
10500,2010,1,11.933333333333332
10500,2010,2,11.433333333333332
10500,2010,3,11.700000000000001
10500,2010,4,11.433333333333332
10500,2011,1,11.299999999999999
10500,2011,2,11.033333333333333
10500,2011,3,11.433333333333332
10500,2011,4,10.6
10500,2012,1,10.533333333333333
10500,2012,2,10.266666666666667
10500,2012,3,10.266666666666666
10500,2012,4,9.666666666666666
10500,2013,1,9.700000000000001
10500,2013,2,9.466666666666667
10500,2013,3,9.333333333333334
10500,2013,4,8.866666666666667
10500,2014,1,8.833333333333334
10500,2014,2,8.466666666666667
10500,2014,3,8.666666666666666
10500,2014,4,7.533333333333334
10500,2015,1,7.3999999999999995
10500,2015,2,7.2
10500,2015,3,7.233333333333333
10500,2015,4,6.566666666666666
10500,2016,1,6.666666666666667
10500,2016,2,6.433333333333334
10500,2016,3,6.5
10500,2016,4,6.0
10500,2017,1,6.033333333333334
10500,2017,2,5.733333333333333
10500,2017,3,5.633333333333333
10500,2017,4,5.033333333333334
10500,2018,1,5.033333333333333
10500,2018,2,4.866666666666667
10500,2018,3,4.966666666666667
10500,2018,4,4.7
10500,2019,1,4.833333333333333
10500,2019,2,4.3
10500,2019,3,4.466666666666667
10500,2019,4,4.066666666666666
10500,2020,1,4.666666666666667
10500,2020,2,9.833333333333334
10500,2020,3,8.333333333333334
10500,2020,4,6.7
10500,2021,1,6.433333333333334
10500,2021,2,5.866666666666667
10500,2021,3,4.966666666666666
10500,2021,4,3.8666666666666667
10500,2022,1,4.033333333333333
10500,2022,2,3.733333333333333
10500,2022,3,4.166666666666667
10500,2022,4,3.766666666666667
10500,2023,1,3.9666666666666663
10500,2023,2,3.8000000000000003
10500,2023,3,3.9333333333333336
10500,2023,4,3.6333333333333333
10500,2024,1,3.8666666666666667
10500,2024,2,4.033333333333333
10500,2024,3,4.333333333333333
10500,2024,4,3.8333333333333335
10500,2025,1,4.066666666666666
10500,2025,2,4.033333333333333
10500,2025,3,4.3
10500,2025,4,4.25
10500,2026,1,4.233333333333333
10500,2026,2,3.9333333333333336
10540,1990,1,7.8999999999999995
10540,1990,2,6.8
10540,1990,3,7.5
10540,1990,4,7.5
10540,1991,1,9.0
10540,1991,2,7.933333333333334
10540,1991,3,7.966666666666666
10540,1991,4,8.5
10540,1992,1,11.033333333333333
10540,1992,2,9.033333333333333
10540,1992,3,9.1
10540,1992,4,9.1
10540,1993,1,10.633333333333333
10540,1993,2,9.266666666666666
10540,1993,3,8.700000000000001
10540,1993,4,8.033333333333333
10540,1994,1,8.933333333333334
10540,1994,2,6.8999999999999995
10540,1994,3,5.966666666666666
10540,1994,4,5.7
10540,1995,1,6.7
10540,1995,2,5.966666666666666
10540,1995,3,5.466666666666666
10540,1995,4,5.7
10540,1996,1,7.766666666666667
10540,1996,2,6.466666666666666
10540,1996,3,5.933333333333334
10540,1996,4,6.3
10540,1997,1,7.866666666666667
10540,1997,2,6.6000000000000005
10540,1997,3,6.866666666666667
10540,1997,4,6.666666666666667
10540,1998,1,8.9
10540,1998,2,8.700000000000001
10540,1998,3,8.933333333333334
10540,1998,4,8.666666666666666
10540,1999,1,9.0
10540,1999,2,7.666666666666667
10540,1999,3,7.8
10540,1999,4,6.766666666666667
10540,2000,1,7.2
10540,2000,2,6.566666666666666
10540,2000,3,6.633333333333333
10540,2000,4,6.266666666666667
10540,2001,1,7.833333333333333
10540,2001,2,7.233333333333333
10540,2001,3,7.233333333333333
10540,2001,4,8.166666666666666
10540,2002,1,9.766666666666666
10540,2002,2,8.799999999999999
10540,2002,3,8.5
10540,2002,4,8.633333333333333
10540,2003,1,10.066666666666666
10540,2003,2,10.433333333333332
10540,2003,3,10.066666666666666
10540,2003,4,9.166666666666666
10540,2004,1,10.433333333333334
10540,2004,2,9.200000000000001
10540,2004,3,8.766666666666666
10540,2004,4,8.366666666666667
10540,2005,1,8.666666666666666
10540,2005,2,7.533333333333334
10540,2005,3,7.166666666666667
10540,2005,4,6.666666666666667
10540,2006,1,7.566666666666666
10540,2006,2,6.366666666666667
10540,2006,3,6.366666666666667
10540,2006,4,6.166666666666667
10540,2007,1,7.266666666666667
10540,2007,2,6.233333333333333
10540,2007,3,6.1000000000000005
10540,2007,4,5.833333333333333
10540,2008,1,6.666666666666667
10540,2008,2,6.166666666666667
10540,2008,3,7.633333333333333
10540,2008,4,9.366666666666667
10540,2009,1,13.700000000000001
10540,2009,2,13.533333333333333
10540,2009,3,13.0
10540,2009,4,12.6
10540,2010,1,13.766666666666666
10540,2010,2,12.5
10540,2010,3,12.666666666666666
10540,2010,4,12.133333333333333
10540,2011,1,12.133333333333333
10540,2011,2,11.066666666666668
10540,2011,3,11.333333333333334
10540,2011,4,10.633333333333333
10540,2012,1,11.266666666666666
10540,2012,2,10.333333333333334
10540,2012,3,10.633333333333333
10540,2012,4,10.1
10540,2013,1,10.9
10540,2013,2,9.533333333333333
10540,2013,3,9.266666666666667
10540,2013,4,8.4
10540,2014,1,9.266666666666666
10540,2014,2,7.833333333333333
10540,2014,3,7.8
10540,2014,4,6.966666666666666
10540,2015,1,7.233333333333333
10540,2015,2,6.6000000000000005
10540,2015,3,6.5
10540,2015,4,5.933333333333334
10540,2016,1,6.333333333333333
10540,2016,2,5.733333333333333
10540,2016,3,5.7
10540,2016,4,4.666666666666667
10540,2017,1,5.133333333333334
10540,2017,2,4.333333333333333
10540,2017,3,4.933333333333334
10540,2017,4,4.266666666666667
10540,2018,1,5.133333333333333
10540,2018,2,4.2
10540,2018,3,4.6000000000000005
10540,2018,4,4.3999999999999995
10540,2019,1,5.2
10540,2019,2,4.133333333333334
10540,2019,3,4.3999999999999995
10540,2019,4,3.4
10540,2020,1,4.833333333333333
10540,2020,2,11.633333333333333
10540,2020,3,8.266666666666667
10540,2020,4,6.266666666666667
10540,2021,1,7.066666666666666
10540,2021,2,5.833333333333333
10540,2021,3,5.266666666666667
10540,2021,4,4.033333333333333
10540,2022,1,4.733333333333333
10540,2022,2,3.966666666666667
10540,2022,3,4.533333333333333
10540,2022,4,4.266666666666667
10540,2023,1,4.5
10540,2023,2,3.733333333333333
10540,2023,3,4.2
10540,2023,4,4.1000000000000005
10540,2024,1,5.133333333333333
10540,2024,2,4.3
10540,2024,3,4.8999999999999995
10540,2024,4,4.7
10540,2025,1,5.7
10540,2025,2,5.366666666666667
10540,2025,3,5.8
10540,2025,4,5.25
10540,2026,1,5.866666666666667
10540,2026,2,5.133333333333334
10580,1990,1,4.033333333333333
10580,1990,2,3.1333333333333333
10580,1990,3,3.233333333333333
10580,1990,4,3.733333333333333
10580,1991,1,5.733333333333334
10580,1991,2,5.333333333333333
10580,1991,3,5.333333333333333
10580,1991,4,5.566666666666666
10580,1992,1,6.766666666666667
10580,1992,2,5.833333333333333
10580,1992,3,5.633333333333333
10580,1992,4,5.433333333333334
10580,1993,1,5.833333333333333
10580,1993,2,4.766666666666667
10580,1993,3,4.466666666666667
10580,1993,4,4.533333333333333
10580,1994,1,5.566666666666666
10580,1994,2,4.633333333333334
10580,1994,3,4.433333333333334
10580,1994,4,4.133333333333333
10580,1995,1,5.033333333333334
10580,1995,2,4.566666666666666
10580,1995,3,4.8999999999999995
10580,1995,4,4.566666666666666
10580,1996,1,5.2
10580,1996,2,4.366666666666666
10580,1996,3,4.1000000000000005
10580,1996,4,3.733333333333333
10580,1997,1,4.566666666666666
10580,1997,2,3.766666666666667
10580,1997,3,3.9
10580,1997,4,3.766666666666667
10580,1998,1,4.5
10580,1998,2,3.3000000000000003
10580,1998,3,3.266666666666667
10580,1998,4,3.1
10580,1999,1,3.9
10580,1999,2,3.1
10580,1999,3,3.1999999999999997
10580,1999,4,3.1
10580,2000,1,4.066666666666666
10580,2000,2,3.2000000000000006
10580,2000,3,3.3333333333333335
10580,2000,4,3.033333333333333
10580,2001,1,3.6666666666666665
10580,2001,2,3.033333333333333
10580,2001,3,3.3666666666666667
10580,2001,4,3.7999999999999994
10580,2002,1,4.8999999999999995
10580,2002,2,4.1000000000000005
10580,2002,3,3.8666666666666667
10580,2002,4,3.8000000000000003
10580,2003,1,4.7
10580,2003,2,4.266666666666667
10580,2003,3,4.266666666666667
10580,2003,4,4.233333333333333
10580,2004,1,5.133333333333333
10580,2004,2,4.266666666666667
10580,2004,3,4.066666666666666
10580,2004,4,3.9333333333333336
10580,2005,1,4.433333333333333
10580,2005,2,3.8666666666666667
10580,2005,3,3.9
10580,2005,4,3.766666666666667
10580,2006,1,4.3999999999999995
10580,2006,2,3.8000000000000003
10580,2006,3,3.8333333333333335
10580,2006,4,3.4333333333333336
10580,2007,1,4.233333333333333
10580,2007,2,3.6333333333333333
10580,2007,3,3.9
10580,2007,4,3.9
10580,2008,1,4.966666666666667
10580,2008,2,4.5
10580,2008,3,4.933333333333334
10580,2008,4,5.2
10580,2009,1,7.066666666666666
10580,2009,2,6.8999999999999995
10580,2009,3,7.099999999999999
10580,2009,4,7.166666666666667
10580,2010,1,8.066666666666666
10580,2010,2,7.166666666666667
10580,2010,3,7.3999999999999995
10580,2010,4,7.2
10580,2011,1,7.7
10580,2011,2,6.966666666666666
10580,2011,3,7.2
10580,2011,4,7.0
10580,2012,1,7.966666666666666
10580,2012,2,7.3999999999999995
10580,2012,3,7.533333333333334
10580,2012,4,6.866666666666667
10580,2013,1,7.466666666666666
10580,2013,2,6.3999999999999995
10580,2013,3,6.333333333333333
10580,2013,4,5.6000000000000005
10580,2014,1,6.0
10580,2014,2,4.833333333333333
10580,2014,3,5.033333333333333
10580,2014,4,4.5
10580,2015,1,5.066666666666666
10580,2015,2,4.466666666666667
10580,2015,3,4.3999999999999995
10580,2015,4,3.966666666666667
10580,2016,1,4.5
10580,2016,2,3.9666666666666663
10580,2016,3,4.266666666666667
10580,2016,4,4.033333333333333
10580,2017,1,4.633333333333333
10580,2017,2,4.066666666666666
10580,2017,3,4.3
10580,2017,4,4.033333333333333
10580,2018,1,4.6000000000000005
10580,2018,2,3.5666666666666664
10580,2018,3,3.5
10580,2018,4,3.266666666666667
10580,2019,1,3.9333333333333336
10580,2019,2,3.1999999999999997
10580,2019,3,3.5333333333333337
10580,2019,4,3.4
10580,2020,1,4.2
10580,2020,2,11.5
10580,2020,3,7.1000000000000005
10580,2020,4,4.8999999999999995
10580,2021,1,5.766666666666667
10580,2021,2,4.6000000000000005
10580,2021,3,4.166666666666667
10580,2021,4,2.966666666666667
10580,2022,1,3.533333333333333
10580,2022,2,2.8333333333333335
10580,2022,3,3.1666666666666665
10580,2022,4,2.6999999999999997
10580,2023,1,3.3333333333333335
10580,2023,2,2.6999999999999997
10580,2023,3,3.233333333333333
10580,2023,4,3.233333333333333
10580,2024,1,3.733333333333333
10580,2024,2,3.1666666666666665
10580,2024,3,3.3666666666666667
10580,2024,4,3.033333333333333
10580,2025,1,3.6
10580,2025,2,2.966666666666667
10580,2025,3,3.6
10580,2025,4,3.25
10580,2026,1,3.9333333333333336
10580,2026,2,3.466666666666667
10740,1990,1,5.3
10740,1990,2,5.466666666666666
10740,1990,3,5.866666666666667
10740,1990,4,5.766666666666667
10740,1991,1,6.333333333333333
10740,1991,2,6.266666666666667
10740,1991,3,5.866666666666667
10740,1991,4,5.233333333333333
10740,1992,1,5.3999999999999995
10740,1992,2,5.233333333333333
10740,1992,3,5.6000000000000005
10740,1992,4,5.0
10740,1993,1,6.166666666666667
10740,1993,2,6.666666666666667
10740,1993,3,6.966666666666666
10740,1993,4,6.3
10740,1994,1,5.366666666666667
10740,1994,2,4.366666666666667
10740,1994,3,4.733333333333333
10740,1994,4,4.033333333333333
10740,1995,1,3.8333333333333335
10740,1995,2,4.166666666666667
10740,1995,3,4.933333333333334
10740,1995,4,4.466666666666667
10740,1996,1,4.733333333333333
10740,1996,2,5.0
10740,1996,3,5.7
10740,1996,4,4.8
10740,1997,1,4.533333333333333
10740,1997,2,4.5
10740,1997,3,4.733333333333333
10740,1997,4,4.033333333333333
10740,1998,1,4.266666666666667
10740,1998,2,4.633333333333334
10740,1998,3,5.233333333333333
